1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA
108,24.4,0.0,41,8,16.3,31,5,921,25,20,5,0,33,131,15,730,7,1067,4113,6753,2,1. MLS,2,14,5,us USA,4,90,83,137,10,76,55.5,0,-1.7,-1.6,8.6,0.12,5.0,11.7,0,4,0,0,0,8,0,12,0.49,563,193,165,2019_Darwin Quintero_Minnesota,11,55,7th,194,106,54.6,Matches,338,257,76.0,75,48,619,26,4,18,69,24,36,69,14,852,144,41,6,,,,,0.20,0.61,0.49,0.29,0.41,0.35,0.56,0.21,0.48,0.68,0,5,,,0,5,36,,33,27,,,10,11,,0,10,3,4,0,0,168,,,,26,,24.4,30,2197,71.8,73,26,18.8,186,42,251,479,90,172,986,75.1,1313,4,16,3,5,84,4,116,4.75,2019,349,250,71.6,Minnesota,19.2,6,0.10,0.33,10,3,4,72,2.95,21,29.2,0.86,10,80,26,28,4,0,14,4,18,36,26,-0.11,37.6,32.5,+5.1,+0.21,+7,+0.29,+0.08,1.42,36,29,47,921,619,67.2,4559,12324,687,114,77,1,1258,679,1330,41,34,7,17.1,33,1987-09-19 00:00:00,163cm,Darwin Quintero,FW-MF (WM),65kg,5.0
85,25.7,+0.8,60,26,30.2,33,7,1210,6,3,3,0,33,98,6,1036,17,915,2046,4286,12,1. MLS,28,48,12,us USA,5,29,25,34,2,25,73.5,0,-0.2,-1.1,8.1,0.10,6.2,11.2,0,1,1,0,4,6,1,13,0.51,637,393,180,2019_Wayne Rooney_D.C. United,5,74,10th,378,239,63.2,Matches,361,290,80.3,39,36,899,24,4,25,36,96,42,267,105,943,201,138,7,,,,,0.27,0.70,0.54,0.27,0.43,0.32,0.56,0.24,0.43,0.68,0,7,,,2,5,42,,33,22,,,11,5,,0,9,4,4,0,0,125,,,,6,,25.7,28,2313,75.6,83,27,24.7,90,11,81,182,45,80,964,66.7,1445,2,5,8,47,64,4,130,5.06,2019,431,359,83.3,D.C. United,22.9,29,0.09,0.32,11,4,4,80,3.11,22,27.5,0.86,18,84,27,42,1,0,2,2,6,10,6,+0.15,28.7,35.5,-6.9,-0.27,+5,+0.19,+0.32,1.45,35,30,15,1210,899,74.3,6327,20337,622,76,113,16,1135,751,1417,9,5,4,44.4,35,1985-10-24 00:00:00,176cm,Wayne Rooney,FW-MF (AM),83kg,6.2
108,22.8,0.0,12,9,42.9,23,1,1288,32,28,4,0,52,161,4,1062,3,1150,3048,6288,15,1. MLS,0,1,0,us USA,0,41,25,31,0,25,80.6,0,-0.6,-0.6,0.6,0.05,1.0,0.6,0,0,0,0,0,1,0,1,0.04,1019,124,145,2019_Eric Remedi_Atlanta,17,11,3rd,208,156,75.0,Matches,611,568,93.0,16,18,1138,19,2,13,8,1,3,38,34,1250,146,26,2,,,,,0.04,0.04,0.04,0.00,0.00,0.02,0.07,0.05,0.02,0.07,0,1,,,0,6,3,,47,33,,,0,17,,0,0,0,0,0,0,211,,,,32,,22.8,28,2050,67.0,73,25,28.1,62,142,212,416,117,94,1124,94.5,1190,0,0,1,0,26,0,27,1.19,2019,443,403,91.0,Atlanta,25.3,0,0.00,0.00,0,0,0,11,0.48,3,27.3,0.13,15,80,25,21,3,3,5,13,27,45,32,-0.54,33.3,27.9,+5.5,+0.24,+8,+0.35,-0.27,1.86,36,28,62,1288,1138,88.4,4972,22459,249,12,338,28,1460,1017,1482,58,41,17,29.3,25,1995-06-04 00:00:00,,Eric Remedi,MF (DM),,1.0
10,3.5,0.0,6,1,14.3,27,0,151,13,11,2,0,6,100,0,19,26,117,338,578,10,1. MLS,0,0,0,us USA,1,8,1,4,0,1,25.0,0,+0.6,+0.6,0.4,0.43,0.0,0.4,1,0,0,0,0,0,0,1,0.29,93,22,36,2019_Ashtone Morgan_Toronto FC,3,0,9th,14,8,57.1,Matches,70,56,80.0,5,7,117,4,0,5,1,0,5,28,2,123,23,2,0,,,,,0.00,0.29,0.29,0.29,0.29,0.12,0.12,0.00,0.12,0.12,0,0,,,0,1,5,,3,8,,,1,3,,0,0,0,0,0,0,27,,,,3,,3.5,9,313,10.2,35,3,26.2,7,21,14,42,11,10,112,88.2,127,1,0,0,0,1,0,2,0.58,2019,61,52,85.2,Toronto FC,5.8,0,1.00,1.00,1,0,0,1,0.29,1,100.0,0.29,1,64,3,20,6,17,2,2,1,5,3,-0.30,5.3,6.4,-1.1,-0.31,-5,-1.44,-1.77,1.00,3,8,8,151,117,77.5,756,2012,65,3,59,12,171,89,199,4,3,1,25.0,29,1991-02-09 00:00:00,,Ashtone Morgan,"DF (FB, left)",,0.0
23,9.4,+0.6,18,12,40.0,29,1,412,23,20,3,1,34,60,1,229,84,254,720,1318,45,1. MLS,0,0,0,us USA,2,6,10,15,2,10,66.7,1,+0.8,+0.8,0.2,0.04,0.4,0.2,0,0,0,0,0,1,0,1,0.11,200,141,71,2019_Connor Lade_NY Red Bulls,21,4,12th,70,26,37.1,Matches,168,120,71.4,6,11,288,10,2,16,7,0,8,90,6,322,74,3,0,,,,,0.11,0.21,0.21,0.11,0.11,0.02,0.07,0.04,0.02,0.07,0,1,,,0,0,8,,13,11,,,1,21,,0,0,0,0,0,0,115,,,,21,,9.4,11,845,27.6,77,10,29.6,9,87,56,152,45,25,211,90.2,234,0,0,0,0,5,2,7,0.75,2019,165,140,84.8,NY Red Bulls,19.4,0,0.20,1.00,1,0,0,5,0.53,1,20.0,0.11,9,84,10,9,1,11,1,18,12,31,21,-0.95,11.3,17.7,-6.4,-0.68,-3,-0.32,-0.52,1.00,14,17,52,412,288,69.9,2515,4903,155,7,190,44,452,220,538,29,16,13,44.8,,,168cm,Connor Lade,"DF-MF (FB, left)",,0.4
41,19.2,-0.7,31,42,57.5,26,0,859,37,27,10,0,53,523,2,52,204,519,1137,2357,96,1. MLS,0,0,0,us USA,7,17,11,13,1,11,84.6,0,+0.2,+0.2,0.8,0.16,0.7,0.8,0,0,0,0,0,0,0,0,0.00,415,277,167,2019_Kemar Lawrence_NY Red Bulls,22,10,12th,149,54,36.2,Matches,318,222,69.8,13,25,609,20,3,24,10,1,34,211,6,648,154,10,0,,,,,0.00,0.05,0.05,0.05,0.05,0.04,0.08,0.04,0.04,0.08,0,0,,,0,5,34,,17,15,,,1,22,,0,0,0,0,1,0,218,,,,23,,19.2,22,1729,56.5,79,19,31.9,42,121,94,257,82,46,457,88.7,515,2,0,1,1,13,0,17,0.88,2019,360,319,88.6,NY Red Bulls,19.9,1,0.20,1.00,1,0,0,5,0.26,1,20.0,0.05,16,88,19,18,3,2,5,23,14,42,23,+0.29,28.9,26.4,+2.5,+0.13,+2,+0.10,+0.10,1.43,28,26,64,859,609,70.9,4755,10193,317,16,328,69,888,501,1096,31,8,23,74.2,28,1992-09-17 00:00:00,178cm,Kemar Lawrence,"DF (FB, left)",,0.7
52,23.9,-0.4,13,9,40.9,19,0,874,38,24,14,0,28,600,0,74,169,610,2188,3632,90,1. MLS,0,0,0,us USA,3,7,14,23,2,14,60.9,0,-0.2,-0.2,0.2,0.04,0.4,0.2,0,0,0,1,1,2,0,4,0.17,499,228,147,2019_Sam Vines_Colorado,29,5,16th,157,73,46.5,Matches,363,312,86.0,10,11,692,15,0,28,15,1,33,179,9,695,91,24,0,,,,,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,0,0,,,0,2,33,,10,11,,,0,29,,0,2,0,0,0,0,140,,,,24,,23.9,26,2151,70.3,83,23,26.4,28,184,106,318,84,64,573,94.6,606,1,0,0,1,16,0,19,0.79,2019,339,300,88.5,Colorado,24.6,0,0.00,,0,0,0,4,0.17,0,0.0,0.00,23,90,23,26,3,4,2,22,10,34,24,+0.07,34.0,37.6,-3.6,-0.15,+1,+0.04,+0.64,1.42,43,42,63,874,692,79.2,5569,12656,264,11,442,98,919,469,1097,25,15,10,40.0,21,1999-05-31 00:00:00,178cm,Sam Vines,"DF (FB, left)",72kg,0.4
43,19.6,-0.2,23,45,66.2,30,0,592,55,34,21,1,61,180,0,313,18,370,590,1579,158,1. MLS,0,0,0,us USA,4,1,6,8,1,6,75.0,2,+0.6,+0.6,0.4,0.08,0.2,0.4,0,0,0,0,0,2,0,2,0.10,291,195,106,2019_Jalil Anibaba_New England,20,2,14th,204,113,55.4,Matches,237,197,83.1,5,9,433,5,2,33,6,0,6,49,31,543,61,28,0,,,,,0.00,0.05,0.05,0.05,0.05,0.02,0.03,0.01,0.02,0.03,1,0,,,1,4,6,,10,14,,,1,20,,0,1,0,0,0,0,200,,,,14,,19.6,22,1764,57.6,80,19,27.7,8,93,76,177,49,50,348,95.6,364,0,1,0,0,5,1,7,0.36,2019,138,119,86.2,New England,13.9,0,0.20,0.50,1,0,0,5,0.26,2,40.0,0.10,17,89,19,25,3,11,1,15,9,25,14,-0.90,21.9,35.2,-13.3,-0.68,-8,-0.41,-0.48,1.36,26,34,45,592,433,73.1,4453,10383,45,8,454,131,812,377,860,24,8,16,66.7,32,1988-10-19 00:00:00,183cm,Jalil Anibaba,DF (CB),84kg,0.2
,1.1,,,,,22,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Amar Sejdic_Ottawa Fury,1,,13th,,,,Matches,,,,,,,,,,,,1,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,0,1,,0,1,,,0,1,,0,0,0,0,0,0,,,,,1,,1.1,3,99,3.2,33,1,,,,,,,,,,,,,,,,,,,2019,,,,Ottawa Fury,,,0.00,0.00,0,0,0,2,1.82,2,100.0,1.82,0,58,1,21,2,0,,,,,1,,,,,,+3,+2.73,+2.61,2.33,4,1,0,,,,,,,,,,,,,,,,,23,1996-11-29 00:00:00,179cm,Amar Sejdic,MF,,
2,0.7,0.0,1,0,0.0,22,0,29,0,0,0,0,0,3,0,26,0,19,57,129,0,1. MLS,0,0,0,us USA,0,0,0,2,0,0,0.0,0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0.00,24,3,2,2019_Amar Sejdic_Montreal,0,1,18th,1,0,0.0,Matches,14,12,85.7,0,0,26,0,1,0,0,0,0,3,0,26,9,0,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,0,0,,,0,0,0,,1,0,,,0,0,,0,0,0,0,0,0,2,,,,0,,0.7,1,67,2.2,67,1,20.0,3,5,2,10,2,1,27,84.4,32,0,0,0,0,2,0,2,2.69,2019,14,14,100.0,Montreal,,0,,,0,0,0,0,0.00,0,,0.00,0,67,1,,0,5,0,0,0,0,0,-1.19,1.0,2.1,-1.1,-1.50,-1,-1.34,-0.98,0.00,1,2,0,29,26,89.7,49,396,10,2,7,0,32,21,35,2,2,0,0.0,23,1996-11-29 00:00:00,179cm,Amar Sejdic,MF,,0.0
76,21.2,+0.5,24,25,51.0,32,1,1170,31,26,5,0,53,753,2,156,192,826,3105,4974,65,1. MLS,0,0,0,us USA,2,6,7,10,0,7,70.0,0,-0.3,-0.3,0.3,0.03,0.5,0.3,0,0,0,0,0,1,0,1,0.05,697,242,231,2019_Seth Sinovic_Sporting KC,20,8,21st,166,90,54.2,Matches,552,470,85.1,16,25,957,12,3,17,7,0,33,212,20,958,146,15,1,,,,,0.05,0.05,0.05,0.00,0.00,0.01,0.04,0.02,0.01,0.04,0,1,,,0,4,33,,11,22,,,0,20,,0,0,0,0,1,0,170,,,,19,,21.2,22,1908,62.4,87,21,27.8,47,113,88,248,69,93,815,91.9,887,0,1,0,2,14,2,19,0.90,2019,429,392,91.4,Sporting KC,21.9,0,0.00,0.00,0,0,0,10,0.47,1,10.0,0.05,17,88,21,63,1,11,5,19,10,34,19,+0.20,33.5,27.8,+5.7,+0.27,-2,-0.09,+1.16,1.18,30,32,54,1170,957,81.8,6231,17524,399,15,383,65,1143,681,1346,39,20,19,48.7,33,1987-01-28 00:00:00,178cm,Seth Sinovic,"DF (FB, left)",,0.5
11,11.9,+1.1,44,27,38.0,29,2,250,14,9,5,0,14,11,5,202,3,259,583,1550,6,1. MLS,0,0,0,us USA,0,17,18,31,0,15,48.4,1,+0.1,+0.1,4.9,0.20,0.9,4.9,0,0,0,0,0,4,0,4,0.34,172,38,40,2019_Juan Fernando Caicedo_New England,5,9,14th,18,12,66.7,Matches,78,63,80.8,40,8,194,11,1,3,3,0,6,35,1,215,58,2,0,,,,,0.17,0.59,0.59,0.42,0.42,0.41,0.48,0.07,0.41,0.48,0,2,,,0,2,6,,20,15,,,5,5,,0,7,0,0,0,0,44,,,,3,,11.9,27,1073,35.1,40,13,25.6,93,11,72,176,45,13,273,51.2,533,0,6,2,0,16,1,25,2.10,2019,140,112,80.0,New England,10.7,0,0.21,0.56,5,0,0,24,2.01,9,37.5,0.75,3,66,13,15,14,5,0,0,4,4,3,-0.49,14.3,21.6,-7.3,-0.62,-9,-0.75,-0.85,1.32,18,27,9,250,194,77.6,399,2857,202,69,29,11,355,183,390,11,11,0,0.0,31,1989-07-13 00:00:00,187cm,Juan Fernando Caicedo,FW,,0.9
49,15.4,-0.2,13,18,58.1,27,0,716,32,30,2,0,35,57,1,507,106,539,1580,2686,58,1. MLS,0,0,0,us USA,1,10,13,19,1,11,57.9,0,-1.1,-1.1,1.1,0.19,0.2,1.1,0,0,0,0,0,0,0,0,0.00,457,128,131,2019_Kyle Smith_Orlando City,14,3,22nd,86,51,59.3,Matches,325,261,80.3,12,24,570,14,1,8,7,0,18,109,3,607,115,10,1,,,,,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.01,0.07,0.08,0,0,,,0,4,18,,4,20,,,0,14,,1,0,0,0,0,0,134,,,,21,,15.4,23,1386,45.3,60,15,25.2,35,138,81,254,64,55,492,92.5,532,1,0,0,0,6,2,9,0.58,2019,282,253,89.7,Orlando City,12.6,0,0.00,0.00,0,0,0,6,0.39,1,16.7,0.06,12,82,15,20,8,11,4,27,10,41,21,-0.30,19.0,21.0,-2.0,-0.13,-7,-0.45,-0.40,1.30,18,25,55,716,570,79.6,4054,10104,269,18,274,69,785,401,893,44,28,16,36.4,28,1992-01-09 00:00:00,,Kyle Smith,"DF-MF (FB, right)",,0.2
17,10.3,+0.3,17,13,43.3,16,1,396,10,8,2,0,8,36,2,336,3,382,1285,2201,7,1. MLS,8,1,1,us USA,1,24,11,16,2,8,50.0,0,-1.2,-1.0,4.0,0.15,0.7,4.2,1,0,2,0,0,1,1,5,0.48,291,48,57,2019_Gianluca Busio_Sporting KC,9,12,21st,52,38,73.1,Matches,146,128,87.7,19,6,337,8,1,6,6,12,3,23,5,373,88,10,0,,,,,0.10,0.39,0.39,0.29,0.29,0.39,0.46,0.07,0.41,0.48,0,1,,,0,1,3,,17,11,,,3,9,,0,0,0,0,0,2,69,,,,18,,10.3,22,928,30.3,42,10,19.8,72,58,138,268,53,23,383,80.5,476,2,1,5,2,23,3,36,3.49,2019,186,167,89.8,Sporting KC,15.8,1,0.12,0.33,3,0,0,26,2.52,9,34.6,0.87,3,75,10,15,12,2,6,10,14,30,18,-0.34,21.0,21.4,-0.4,-0.04,-15,-1.45,-1.33,1.14,14,29,39,396,337,85.1,916,5808,242,38,85,10,518,249,541,27,19,8,29.6,18,2002-05-28 00:00:00,170cm,Gianluca Busio,MF,65kg,0.7
,4.6,,,,,16,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Gianluca Busio_Swope Park,1,,36th,,,,Matches,,,,,,,,,,,,11,,,,,,,,,,,0.00,0.22,0.22,0.22,0.22,,,,,,0,0,,,0,1,11,,5,5,,,1,1,,0,1,0,0,0,0,,,,,4,,4.6,5,415,13.6,83,5,,,,,,,,,,,,,,,,,,,2019,,,,Swope Park,,,0.13,0.33,1,0,0,8,1.73,3,37.5,0.65,4,83,5,,0,0,,,,,4,,,,,,-10,-2.17,-1.35,0.40,6,16,0,,,,,,,,,,,,,,,,,18,2002-05-28 00:00:00,170cm,Gianluca Busio,MF,65kg,
,12.0,,,,,25,1,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Jonathan Campbell_Tacoma,16,,33rd,,,,Matches,,,,,,,,,,,,0,,,,,,,,,,,0.08,0.08,0.08,0.00,0.00,,,,,,0,1,,,0,1,0,,5,10,,,0,16,,0,0,0,0,0,0,,,,,7,,12.0,12,1080,35.3,90,12,,,,,,,,,,,,,,,,,,,2019,,,,Tacoma,,,0.00,0.00,0,0,0,4,0.33,1,25.0,0.08,12,90,12,,0,0,,,,,7,,,,,,-23,-1.92,-1.14,0.67,10,33,0,,,,,,,,,,,,,,,,,,,188cm,Jonathan Campbell,DF (CB),86kg,
7,4.0,0.0,1,3,75.0,25,0,198,10,4,6,0,6,61,0,130,0,160,408,840,26,1. MLS,0,0,0,us USA,0,1,0,0,0,0,,0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0.00,152,26,20,2019_Jonathan Campbell_Seattle,4,0,4th,61,49,80.3,Matches,90,81,90.0,1,2,173,2,0,6,0,0,1,3,3,195,42,11,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,,0,1,1,,0,3,,,0,4,,0,0,0,0,0,0,22,,,,6,,4.0,4,360,11.8,90,4,19.0,1,34,7,42,8,10,171,99.4,172,0,0,0,0,0,0,0,0.00,2019,45,43,95.6,Seattle,,0,,,0,0,0,0,0.00,0,,0.00,4,90,4,,0,6,0,8,1,9,6,-1.19,1.8,5.7,-3.9,-0.98,-6,-1.50,-1.80,0.25,1,7,13,198,173,87.4,1374,3975,6,2,165,45,246,91,248,9,3,6,66.7,,,188cm,Jonathan Campbell,DF (CB),86kg,0.0
13,12.4,0.0,11,24,68.6,27,0,541,15,8,7,0,21,42,1,456,12,378,727,1485,74,1. MLS,0,0,0,us USA,0,3,3,3,0,3,100.0,1,0.0,0.0,0.0,0.02,0.0,0.0,0,0,0,0,0,0,0,0,0.00,419,70,52,2019_Sebastien Ibeagha_NYCFC,10,0,2nd,117,82,70.1,Matches,245,227,92.7,0,9,471,4,1,6,0,0,0,22,10,519,55,14,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,,0,1,0,,6,14,,,0,10,,1,0,0,0,1,0,94,,,,13,,12.4,23,1117,36.5,49,11,29.6,4,68,26,98,29,23,420,97.7,430,0,0,0,0,4,0,4,0.33,2019,169,159,94.1,NYCFC,11.2,0,0.00,0.00,0,0,0,3,0.24,1,33.3,0.08,8,85,11,15,12,10,0,18,3,21,13,+0.32,19.0,13.9,+5.1,+0.42,+4,+0.32,-0.47,2.30,19,15,31,541,471,87.1,3342,9832,12,4,401,80,645,274,665,11,4,7,63.6,28,1992-01-21 00:00:00,,Sebastien Ibeagha,"DF (CB, right)",,0.0
10,10.5,+0.7,18,11,37.9,27,2,203,8,5,3,0,10,17,2,169,0,194,236,638,8,1. MLS,0,0,0,us USA,0,7,4,7,0,4,57.1,0,-1.8,-1.8,5.8,0.22,1.3,5.8,1,0,0,0,0,3,2,6,0.57,148,22,33,2019_Christian Ramirez_Los Angeles FC,3,10,1st,12,7,58.3,Matches,54,44,81.5,18,5,164,7,0,3,5,0,1,20,0,183,36,3,3,,,,,0.19,0.57,0.57,0.38,0.38,0.55,0.68,0.13,0.55,0.68,0,2,,,0,0,1,,6,7,,,4,3,,0,3,0,0,0,0,26,,,,6,,10.5,17,948,31.0,56,13,21.4,130,11,93,234,50,18,209,52.8,396,2,0,1,0,17,2,22,2.09,2019,113,96,85.0,Los Angeles FC,14.0,2,0.15,0.31,4,0,0,27,2.56,13,48.1,1.23,0,65,13,25,4,5,0,2,7,9,6,-0.14,22.0,10.4,+11.6,+1.11,+19,+1.80,+0.57,2.18,26,7,12,203,164,80.8,498,2197,143,50,20,8,271,146,293,15,9,6,40.0,29,1991-04-04 00:00:00,188cm,Christian Ramirez,FW,,1.3
17,7.5,+0.2,16,7,30.4,27,1,179,6,5,1,0,8,14,1,147,3,174,338,667,7,1. MLS,0,0,0,us USA,0,5,5,8,0,5,62.5,0,+1.2,+1.2,3.8,0.16,0.8,3.8,0,0,0,1,0,2,0,3,0.40,120,27,32,2019_Christian Ramirez_Houston,2,8,19th,13,7,53.8,Matches,81,64,79.0,13,8,138,4,2,0,11,0,2,11,0,168,46,2,1,,,,,0.13,0.80,0.80,0.67,0.67,0.50,0.61,0.11,0.50,0.61,0,1,,,0,0,2,,3,0,,,5,2,,0,2,0,0,0,0,22,,,,5,,7.5,10,674,22.0,67,7,23.7,54,17,68,139,33,23,187,63.6,294,2,2,2,0,16,2,25,3.34,2019,72,63,87.5,Houston,17.5,1,0.22,0.38,5,0,0,23,3.07,13,56.5,1.74,3,82,7,33,3,0,1,1,6,8,5,+0.20,11.6,11.1,+0.5,+0.06,+1,+0.13,+0.55,1.00,14,13,10,179,138,77.1,618,2296,130,40,27,9,241,102,252,15,10,5,33.3,29,1991-04-04 00:00:00,188cm,Christian Ramirez,FW,,0.8
2,0.6,0.0,0,0,,21,0,14,1,1,0,0,2,0,0,12,0,11,32,43,1,1. MLS,0,0,0,us USA,0,0,0,0,0,0,,0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0.00,12,1,1,2019_Derrick Jones_Philadelphia,0,0,5th,1,1,100.0,Matches,2,2,100.0,0,0,13,0,0,0,0,0,0,0,0,14,1,0,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,,0,0,0,,3,1,,,0,0,,0,0,0,0,0,0,4,,,,2,,0.6,2,58,1.9,29,0,22.2,0,6,3,9,2,2,11,78.6,14,0,0,0,0,1,0,1,1.55,2019,11,10,90.9,Philadelphia,,0,,,0,0,0,0,0.00,0,,0.00,0,,0,29,2,1,0,1,1,2,2,-0.32,0.6,0.6,0.0,+0.07,-1,-1.55,-1.82,0.50,1,2,2,14,13,92.9,60,182,1,0,7,0,19,12,19,3,1,2,66.7,23,1997-03-03 00:00:00,,Derrick Jones,MF,,0.0
,2.8,,,,,21,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Derrick Jones_Bethlehem,2,,32nd,,,,Matches,,,,,,,,,,,,0,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,0,0,,5,3,,,0,2,,0,0,0,0,0,0,,,,,7,,2.8,3,255,8.3,85,3,,,,,,,,,,,,,,,,,,,2019,,,,Bethlehem,,,,,0,0,0,0,0.00,0,,0.00,2,85,3,,0,0,,,,,7,,,,,,-4,-1.41,-0.61,0.33,4,8,0,,,,,,,,,,,,,,,,,23,1997-03-03 00:00:00,,Derrick Jones,MF,,
,2.0,,,,,21,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Derrick Jones_Nashville,4,,3rd,,,,Matches,,,,,,,,,,,,1,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,0,1,,5,4,,,0,4,,0,0,0,0,0,0,,,,,2,,2.0,6,177,5.8,30,1,,,,,,,,,,,,,,,,,,,2019,,,,Nashville,,,0.00,,0,0,0,1,0.51,0,0.0,0.00,1,95,1,16,5,2,,,,,2,,,,,,0,0.00,-1.03,2.38,1,1,0,,,,,,,,,,,,,,,,,23,1997-03-03 00:00:00,,Derrick Jones,MF,,
,7.5,,,,,21,1,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Kyle Duncan_Red Bulls II,14,,8th,,,,Matches,,,,,,,,,,,,10,,,,,,,,,,,0.13,0.27,0.27,0.13,0.13,,,,,,1,1,,,1,3,10,,17,11,,,1,14,,0,0,0,0,0,0,,,,,11,,7.5,8,675,22.1,84,8,,,,,,,,,,,,,,,,,,,2019,,,,Red Bulls II,,,0.25,0.50,1,0,0,4,0.53,2,50.0,0.27,6,84,8,,0,0,,,,,11,,,,,,+16,+2.13,+1.87,2.38,23,7,0,,,,,,,,,,,,,,,,,23,1997-08-08 00:00:00,,Kyle Duncan,DF,,
