1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA,MP_Pct,Performance_CrdY90,CrdY_Pct,Aerial Duels_Won90,Aerial Duels_Won_Pct,Aerial Duels_Won%_Pct,Tackles_TklW90,TklW90_Pct,Dribbles_Tkl%_Pct,Blocks_Blocks90,Blocks90_Pct,Passing%_Pct,Pass Types_TB90,TB90_Pct,Pass Types_Sw90,Sw90_Pct,Pass Types_Crs90,Crs90_Pct,Dribbles_Succ%_Pct,Dispos90,Dispos90_Pct,SCA90_Pct,GCA90_Pct,Ast90_Pct,Gls90_Pct
34.0,14.3,-0.7,14.0,34.0,70.8,28,0.0,639.0,14.0,8.0,6.0,0.0,23.0,49.0,4.0,550.0,1.0,457.0,1610.0,2509.0,86.0,1. MLS,0.0,0.0,0.0,us USA,0.0,3.0,1.0,1.0,0.0,1.0,100.0,1.0,1.2,1.2,0.8,0.07,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,57.0,75.0,2019_Gastón Sauro_Columbus,14.0,4.0,20th,122.0,100.0,82.0,Matches,334.0,316.0,94.6,2.0,2.0,582.0,6.0,0.0,7.0,1.0,0.0,0.0,14.0,13.0,625.0,54.0,11.0,0.0,,,,,0.0,0.14,0.14,0.14,0.14,0.05,0.1,0.05,0.05,0.1,0.0,0.0,,,0.0,4.0,0.0,,4.0,16.0,,,2.0,14.0,,0.0,0.0,0.0,0.0,1.0,0.0,118.0,,,,11.0,,14.3,15.0,1284.0,42.0,86.0,15.0,28.2,6.0,73.0,38.0,117.0,33.0,35.0,514.0,96.8,531.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,0.49,2019,180.0,166.0,92.2,Columbus,8.1,0.0,0.18,1.0,2.0,0.0,0.0,11.0,0.77,2.0,18.2,0.14,14.0,86.0,15.0,,0.0,4.0,1.0,16.0,9.0,26.0,11.0,-0.33,13.3,18.0,-4.6,-0.33,-11.0,-0.77,-0.92,0.73,13.0,24.0,40.0,639.0,582.0,91.1,4289.0,12228.0,53.0,24.0,481.0,78.0,777.0,307.0,790.0,16.0,3.0,13.0,81.3,30.0,1990-02-23 00:00:00,189cm,Gastón Sauro,"DF (CB, left)",84kg,0.7,0.4912868632707775,0.2797202797202797,0.7953929539295393,2.3776223776223775,0.8675721561969439,0.9043478260869565,0.7692307692307692,0.337431693989071,0.9806338028169014,0.979020979020979,0.2597623089983022,0.9654300168634065,0.0,0.22874149659863946,0.7692307692307692,0.3715986394557823,0.0,0.07876712328767123,0.9494584837545126,0.2097902097902098,0.13921901528013583,0.15126050420168066,0.1495798319327731,0.24629878869448182,0.6695710455764075
23.0,8.8,-0.5,24.0,18.0,42.9,27,2.0,371.0,3.0,3.0,0.0,0.0,12.0,79.0,2.0,249.0,13.0,351.0,1722.0,2724.0,3.0,1. MLS,13.0,9.0,1.0,us USA,10.0,8.0,22.0,38.0,0.0,17.0,44.7,0.0,-0.3,-0.6,1.6,0.06,2.5,2.3,0.0,0.0,1.0,0.0,0.0,2.0,1.0,4.0,0.45,196.0,115.0,60.0,2019_Romell Quioto_Houston,7.0,18.0,19th,102.0,42.0,41.2,Matches,125.0,84.0,67.2,28.0,18.0,237.0,5.0,0.0,12.0,19.0,27.0,55.0,55.0,13.0,316.0,70.0,42.0,2.0,,,,,0.23,0.45,0.34,0.11,0.23,0.18,0.46,0.29,0.26,0.55,0.0,2.0,,,1.0,5.0,55.0,,16.0,8.0,,,2.0,7.0,,0.0,6.0,1.0,1.0,0.0,1.0,50.0,,,,4.0,,8.8,18.0,796.0,26.0,44.0,8.0,26.7,26.0,10.0,24.0,60.0,16.0,38.0,353.0,73.2,482.0,0.0,5.0,3.0,5.0,22.0,3.0,38.0,4.3,2019,128.0,109.0,85.2,Houston,17.6,3.0,0.04,0.09,2.0,1.0,1.0,26.0,2.94,11.0,42.3,1.24,2.0,71.0,8.0,23.0,10.0,0.0,1.0,3.0,2.0,6.0,4.0,-0.36,12.4,15.6,-3.2,-0.36,-6.0,-0.68,-0.52,1.17,11.0,17.0,13.0,371.0,237.0,63.9,1449.0,4691.0,282.0,51.0,27.0,3.0,430.0,201.0,481.0,6.0,5.0,1.0,16.7,29.0,1991-08-09 00:00:00,180cm,Romell Quioto,"FW-MF (WM, left)",,2.5,0.5844504021447721,0.5681818181818181,0.9627371273712737,2.0454545454545454,0.8217317487266553,0.4443478260869565,0.45454545454545453,0.16666666666666666,0.19102112676056338,0.3409090909090909,0.06791171477079797,0.04047217537942664,0.22727272727272727,0.8324829931972789,4.7727272727272725,0.9897959183673469,6.249999999999999,0.9904109589041096,0.1263537906137184,0.9090909090909091,0.4312393887945671,0.9378151260504202,0.8302521008403362,0.8600269179004038,0.7801608579088471
109.0,22.8,-0.5,9.0,12.0,57.1,24,1.0,1158.0,25.0,20.0,5.0,0.0,53.0,195.0,3.0,894.0,2.0,834.0,2102.0,3995.0,42.0,1. MLS,12.0,12.0,2.0,us USA,2.0,10.0,8.0,15.0,1.0,7.0,46.7,0.0,0.1,0.1,0.9,0.03,1.5,0.9,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,0.18,703.0,315.0,140.0,2019_Leonardo Bertone_FC Cincinnati,24.0,19.0,24th,307.0,195.0,63.5,Matches,481.0,406.0,84.4,10.0,16.0,904.0,21.0,6.0,18.0,18.0,30.0,14.0,85.0,53.0,1073.0,176.0,61.0,0.0,,,,,0.04,0.09,0.09,0.04,0.04,0.04,0.11,0.07,0.04,0.11,0.0,1.0,,,0.0,9.0,14.0,,9.0,28.0,,,1.0,24.0,,0.0,1.0,0.0,0.0,0.0,0.0,239.0,,,,21.0,,22.8,25.0,2056.0,67.2,82.0,22.0,25.4,35.0,121.0,178.0,334.0,85.0,114.0,873.0,92.1,948.0,0.0,1.0,1.0,14.0,26.0,2.0,44.0,1.93,2019,350.0,298.0,85.1,FC Cincinnati,26.8,7.0,0.03,0.25,1.0,0.0,0.0,29.0,1.27,4.0,13.8,0.18,20.0,89.0,22.0,35.0,3.0,2.0,1.0,15.0,18.0,34.0,21.0,0.03,22.5,39.9,-17.4,-0.76,-16.0,-0.7,1.81,0.92,21.0,37.0,58.0,1158.0,904.0,78.1,5796.0,19942.0,225.0,5.0,353.0,48.0,1261.0,833.0,1350.0,38.0,28.0,10.0,26.3,26.0,1994-03-14 00:00:00,178cm,Leonardo Bertone,MF (CM-DM),72kg,1.5,0.7459785522788204,0.39473684210526316,0.9010840108401084,0.5263157894736842,0.28183361629881154,0.6965217391304348,0.9210526315789473,0.43306010928961747,0.3890845070422535,1.0964912280701753,0.34974533106960953,0.3827993254637437,0.0,0.22874149659863946,2.675438596491228,0.8979591836734694,0.6140350877192983,0.42876712328767125,0.14711191335740073,0.43859649122807015,0.2427843803056027,0.5252100840336135,0.5058823529411764,0.5242261103633916,0.5234584450402144
64.0,20.8,0.4,16.0,10.0,38.5,31,2.0,1173.0,44.0,39.0,5.0,1.0,42.0,257.0,6.0,699.0,164.0,804.0,1805.0,3696.0,52.0,1. MLS,0.0,0.0,0.0,us USA,6.0,8.0,8.0,13.0,3.0,8.0,61.5,0.0,-0.1,-0.1,1.1,0.16,1.6,1.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.1,772.0,138.0,263.0,2019_Steven Beitashour_Los Angeles FC,23.0,16.0,1st,122.0,83.0,68.0,Matches,560.0,497.0,88.8,5.0,24.0,1011.0,18.0,1.0,17.0,18.0,2.0,31.0,177.0,11.0,996.0,159.0,11.0,3.0,,,,,0.1,0.14,0.14,0.05,0.05,0.05,0.13,0.08,0.05,0.13,0.0,2.0,,,0.0,3.0,31.0,,15.0,26.0,,,1.0,23.0,,0.0,2.0,0.0,0.0,1.0,0.0,207.0,,,,30.0,,20.8,25.0,1875.0,61.3,75.0,24.0,32.6,51.0,157.0,120.0,328.0,107.0,76.0,801.0,92.8,863.0,2.0,0.0,0.0,0.0,28.0,0.0,30.0,1.44,2019,463.0,423.0,91.4,Los Angeles FC,16.1,0.0,0.14,1.0,1.0,0.0,0.0,7.0,0.34,1.0,14.3,0.05,15.0,77.0,24.0,20.0,1.0,5.0,6.0,19.0,19.0,44.0,30.0,-0.64,45.0,25.1,19.9,0.95,33.0,1.58,0.44,2.35,54.0,21.0,67.0,1173.0,1011.0,86.2,5666.0,17858.0,365.0,33.0,413.0,71.0,1193.0,664.0,1368.0,39.0,15.0,24.0,61.5,33.0,1987-02-01 00:00:00,178cm,Steven Beitashour,"DF-MF (FB, right)",,1.6,0.7459785522788204,0.14423076923076922,0.5230352303523035,0.4807692307692307,0.25127334465195245,0.3634782608695652,1.4423076923076923,0.7390710382513661,0.9507042253521126,2.1153846153846154,0.8463497453310697,0.7976391231028668,0.14423076923076922,0.7482993197278912,0.5288461538461539,0.2568027210884354,1.4903846153846154,0.6561643835616439,0.4675090252707581,0.3846153846153846,0.21561969439728354,0.3983193277310924,0.39243697478991596,0.6608344549125168,0.5462466487935657
0.0,1.0,0.0,0.0,2.0,100.0,21,0.0,32.0,2.0,1.0,1.0,0.0,0.0,16.0,0.0,14.0,0.0,32.0,55.0,142.0,1.0,1. MLS,0.0,0.0,0.0,us USA,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.97,23.0,6.0,3.0,2019_Tate Schmitt_Real Salt Lake,1.0,0.0,6th,4.0,2.0,50.0,Matches,6.0,3.0,50.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,30.0,7.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.0,,3.0,2.0,,,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,,,,0.0,,1.0,6.0,93.0,3.0,16.0,1.0,26.2,16.0,10.0,16.0,42.0,11.0,1.0,27.0,54.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.97,2019,21.0,20.0,95.2,Real Salt Lake,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,79.0,1.0,3.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,-0.48,0.8,1.4,-0.6,-0.58,0.0,0.0,-0.15,1.33,1.0,1.0,1.0,32.0,25.0,78.1,52.0,367.0,19.0,2.0,8.0,0.0,43.0,22.0,45.0,0.0,0.0,0.0,,23.0,1997-05-28 00:00:00,180cm,Tate Schmitt,FW,73kg,0.0,0.2432975871313673,0.0,0.15853658536585366,2.0,0.8081494057724957,0.9869565217391304,0.0,0.0389344262295082,,2.0,0.8073005093378608,0.3827993254637437,0.0,0.22874149659863946,1.0,0.49404761904761907,2.0,0.7520547945205479,0.013537906137184115,3.0,0.932937181663837,0.27310924369747897,0.980672268907563,0.24629878869448182,0.2479892761394102
14.0,17.2,-1.0,16.0,10.0,38.5,22,1.0,465.0,16.0,14.0,2.0,0.0,9.0,52.0,1.0,396.0,3.0,498.0,1696.0,3148.0,23.0,1. MLS,0.0,2.0,0.0,us USA,4.0,24.0,12.0,21.0,2.0,11.0,52.4,0.0,-5.2,-4.5,5.5,0.12,2.0,6.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.17,351.0,43.0,71.0,2019_Dániel Sallói_Sporting KC,6.0,19.0,21st,53.0,33.0,62.3,Matches,156.0,121.0,77.6,34.0,20.0,359.0,15.0,1.0,6.0,24.0,3.0,17.0,9.0,2.0,456.0,104.0,14.0,5.0,,,,,0.06,0.12,0.12,0.06,0.06,0.32,0.44,0.12,0.36,0.48,0.0,1.0,,,1.0,1.0,17.0,,21.0,20.0,,,1.0,6.0,,0.0,4.0,0.0,1.0,0.0,0.0,70.0,,,,9.0,,17.2,28.0,1545.0,50.5,55.0,16.0,21.8,110.0,84.0,109.0,303.0,66.0,41.0,515.0,67.6,762.0,0.0,2.0,0.0,1.0,36.0,5.0,44.0,2.56,2019,237.0,200.0,84.4,Sporting KC,18.3,0.0,0.02,0.07,1.0,0.0,1.0,47.0,2.74,14.0,29.8,0.82,8.0,79.0,16.0,23.0,12.0,0.0,3.0,10.0,6.0,19.0,9.0,-0.21,26.8,25.2,1.6,0.09,-12.0,-0.7,-0.34,1.04,21.0,33.0,25.0,465.0,359.0,77.2,1270.0,5803.0,377.0,80.0,98.0,22.0,667.0,251.0,675.0,19.0,14.0,5.0,26.3,24.0,1996-07-19 00:00:00,,Dániel Sallói,FW,,2.0,0.8324396782841823,0.05813953488372093,0.34417344173441733,0.5813953488372093,0.31918505942275044,0.3634782608695652,0.5232558139534884,0.20491803278688525,0.3890845070422535,0.9302325581395349,0.23938879456706283,0.3406408094435076,0.29069767441860467,0.8928571428571429,0.813953488372093,0.391156462585034,0.9883720930232559,0.5273972602739726,0.26263537906137185,1.3953488372093024,0.6146010186757216,0.7008403361344537,0.49159663865546216,0.5672947510094213,0.5663538873994638
2.0,1.8,-0.1,6.0,0.0,0.0,21,0.0,51.0,1.0,1.0,0.0,0.0,1.0,3.0,4.0,42.0,1.0,48.0,65.0,224.0,0.0,1. MLS,0.0,0.0,0.0,us USA,0.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,-0.1,-0.1,0.1,0.07,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,5.0,9.0,2019_Ronaldo Peña_Houston,1.0,1.0,19th,2.0,1.0,50.0,Matches,18.0,17.0,94.4,2.0,2.0,40.0,3.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,43.0,7.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.08,0.13,0.05,0.08,0.13,0.0,0.0,,,0.0,3.0,0.0,,4.0,5.0,,,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,7.0,,,,2.0,,1.8,4.0,159.0,5.2,40.0,2.0,23.1,20.0,10.0,22.0,52.0,12.0,2.0,52.0,49.5,105.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.13,2019,31.0,22.0,71.0,Houston,38.6,0.0,0.0,,0.0,0.0,0.0,2.0,1.13,0.0,0.0,0.0,1.0,69.0,2.0,11.0,2.0,3.0,1.0,0.0,1.0,2.0,2.0,-1.15,1.0,3.1,-2.1,-1.18,-6.0,-3.4,-3.27,0.0,0.0,6.0,3.0,51.0,40.0,78.4,102.0,587.0,28.0,4.0,7.0,0.0,65.0,40.0,73.0,2.0,2.0,0.0,0.0,23.0,1997-03-10 00:00:00,,Ronaldo Peña,FW,,0.1,0.18029490616621985,1.6666666666666665,0.9959349593495935,0.0,0.0432937181663837,0.03217391304347826,1.1111111111111112,0.5642076502732241,0.056338028169014086,0.5555555555555556,0.11205432937181664,0.3954468802698145,0.0,0.22874149659863946,0.0,0.04931972789115646,0.0,0.07876712328767123,0.013537906137184115,3.888888888888889,0.9753820033955858,0.3100840336134454,0.1495798319327731,0.24629878869448182,0.2479892761394102
4.0,6.7,-0.4,39.0,27.0,40.9,23,0.0,126.0,8.0,5.0,3.0,0.0,17.0,12.0,2.0,71.0,1.0,91.0,173.0,467.0,5.0,1. MLS,0.0,0.0,0.0,us USA,2.0,11.0,2.0,3.0,0.0,2.0,66.7,0.0,-0.2,-0.2,3.2,0.23,0.4,3.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.15,60.0,25.0,41.0,2019_Tom Barlow_NY Red Bulls,0.0,6.0,12th,3.0,2.0,66.7,Matches,39.0,24.0,61.5,18.0,5.0,83.0,6.0,0.0,5.0,4.0,0.0,6.0,7.0,0.0,119.0,51.0,0.0,0.0,,,,,0.0,0.45,0.45,0.45,0.45,0.49,0.54,0.06,0.49,0.54,0.0,0.0,,,0.0,0.0,6.0,,4.0,10.0,,,3.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,22.0,,,,1.0,,6.7,12.0,602.0,19.7,50.0,8.0,25.2,59.0,5.0,75.0,139.0,35.0,8.0,140.0,41.9,334.0,0.0,0.0,0.0,0.0,9.0,2.0,11.0,1.64,2019,72.0,54.0,75.0,NY Red Bulls,10.7,0.0,0.21,0.38,3.0,0.0,0.0,14.0,2.09,8.0,57.1,1.2,0.0,66.0,8.0,18.0,4.0,8.0,0.0,0.0,1.0,1.0,1.0,-0.03,8.2,8.3,-0.1,-0.01,0.0,0.0,-0.07,1.31,6.0,6.0,1.0,126.0,83.0,65.9,243.0,1092.0,100.0,32.0,16.0,6.0,181.0,74.0,188.0,7.0,7.0,0.0,0.0,25.0,1995-07-08 00:00:00,,Tom Barlow,FW,,0.4,0.4262734584450402,0.0,0.15853658536585366,4.029850746268656,0.969439728353141,0.41043478260869565,0.14925373134328357,0.08333333333333333,0.056338028169014086,1.1940298507462686,0.4142614601018676,0.048903878583473864,0.0,0.22874149659863946,0.0,0.04931972789115646,0.8955223880597015,0.49246575342465754,0.6191335740072202,1.6417910447761193,0.7011884550084889,0.44789915966386556,0.4680672268907563,0.24629878869448182,0.9135388739946381
44.0,23.5,-1.2,28.0,21.0,42.9,28,6.0,864.0,28.0,25.0,3.0,0.0,26.0,705.0,7.0,95.0,15.0,839.0,4394.0,7028.0,13.0,1. MLS,35.0,37.0,12.0,us USA,11.0,47.0,68.0,110.0,6.0,59.0,53.6,0.0,2.9,2.9,6.1,0.11,7.2,6.1,0.0,3.0,0.0,0.0,2.0,7.0,2.0,14.0,0.6,466.0,283.0,115.0,2019_Johnny Russell_Sporting KC,7.0,59.0,21st,238.0,108.0,45.4,Matches,306.0,230.0,75.2,52.0,35.0,570.0,18.0,2.0,30.0,50.0,107.0,79.0,164.0,41.0,700.0,175.0,88.0,9.0,,,,,0.26,0.64,0.64,0.38,0.38,0.26,0.57,0.31,0.26,0.57,0.0,6.0,,,0.0,1.0,79.0,,41.0,17.0,,,9.0,7.0,,0.0,6.0,0.0,0.0,1.0,1.0,151.0,,,,10.0,,23.5,28.0,2113.0,69.1,75.0,24.0,22.9,133.0,73.0,143.0,349.0,80.0,97.0,765.0,75.9,1008.0,2.0,16.0,5.0,26.0,57.0,5.0,111.0,4.73,2019,288.0,224.0,77.8,Sporting KC,17.7,10.0,0.16,0.41,9.0,0.0,0.0,56.0,2.39,22.0,39.3,0.94,18.0,86.0,24.0,14.0,4.0,0.0,10.0,6.0,3.0,19.0,10.0,0.53,43.3,34.8,8.4,0.36,-11.0,-0.47,0.2,1.18,37.0,48.0,26.0,864.0,570.0,66.0,4164.0,11968.0,751.0,134.0,127.0,18.0,1011.0,388.0,1173.0,27.0,22.0,5.0,18.5,30.0,1990-04-08 00:00:00,178cm,Johnny Russell,"FW-MF (WM, right)",74kg,7.2,0.8324396782841823,0.0425531914893617,0.32791327913279134,0.8936170212765957,0.4465195246179966,0.4443478260869565,0.425531914893617,0.15027322404371585,0.21919014084507044,1.1914893617021276,0.41256366723259763,0.050590219224283306,0.3829787234042553,0.923469387755102,3.74468085106383,0.9659863945578231,3.3617021276595747,0.9342465753424658,0.2788808664259928,2.0,0.7775891341256367,0.9478991596638655,0.9235294117647059,0.8896366083445492,0.8847184986595175
3.0,9.1,0.7,43.0,28.0,39.4,20,2.0,162.0,6.0,5.0,1.0,0.0,15.0,18.0,3.0,105.0,0.0,153.0,360.0,871.0,3.0,1. MLS,0.0,0.0,0.0,us USA,1.0,14.0,6.0,6.0,0.0,6.0,100.0,0.0,2.0,2.0,4.0,0.14,1.3,4.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.33,88.0,31.0,43.0,2019_Mason Toye_Minnesota,1.0,4.0,7th,21.0,12.0,57.1,Matches,45.0,35.0,77.8,20.0,4.0,114.0,2.0,0.0,9.0,2.0,0.0,5.0,11.0,0.0,151.0,40.0,4.0,1.0,,,,,0.22,0.87,0.87,0.66,0.66,0.44,0.58,0.14,0.44,0.58,0.0,2.0,,,1.0,2.0,5.0,,10.0,11.0,,,6.0,1.0,,0.0,4.0,0.0,0.0,0.0,0.0,34.0,,,,0.0,,9.1,17.0,823.0,26.9,48.0,9.0,22.0,79.0,11.0,92.0,182.0,40.0,2.0,188.0,43.2,435.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,0.87,2019,83.0,64.0,77.1,Minnesota,14.6,0.0,0.21,0.46,6.0,0.0,0.0,28.0,3.06,13.0,46.4,1.42,1.0,71.0,9.0,23.0,8.0,4.0,1.0,1.0,0.0,2.0,0.0,-0.53,14.1,15.5,-1.3,-0.15,5.0,0.55,0.39,1.56,15.0,10.0,3.0,162.0,114.0,70.4,124.0,1791.0,110.0,37.0,15.0,3.0,241.0,135.0,252.0,2.0,1.0,1.0,50.0,22.0,1998-10-16 00:00:00,188cm,Mason Toye,FW,82kg,1.3,0.5509383378016086,0.21978021978021978,0.6991869918699187,3.076923076923077,0.9295415959252971,0.37217391304347824,0.0,0.0389344262295082,0.8547535211267606,0.6593406593406593,0.1460101867572156,0.12647554806070826,0.10989010989010989,0.6760204081632653,0.43956043956043955,0.21173469387755103,0.5494505494505495,0.4041095890410959,0.9494584837545126,1.5384615384615385,0.6748726655348047,0.25630252100840334,0.7210084033613445,0.851278600269179,0.9611260053619303
11.0,7.5,-0.1,5.0,8.0,61.5,19,1.0,258.0,11.0,11.0,0.0,0.0,2.0,210.0,1.0,36.0,5.0,280.0,1274.0,2335.0,7.0,1. MLS,0.0,1.0,0.0,us USA,2.0,12.0,20.0,30.0,0.0,19.0,63.3,0.0,-0.2,-0.2,0.2,0.08,1.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,39.0,29.0,2019_Dion Pereira_Atlanta,2.0,9.0,3rd,38.0,22.0,57.9,Matches,101.0,79.0,78.2,16.0,9.0,200.0,5.0,1.0,6.0,11.0,2.0,23.0,10.0,3.0,248.0,56.0,7.0,0.0,,,,,0.13,0.13,0.13,0.0,0.0,0.03,0.18,0.15,0.03,0.18,0.0,1.0,,,0.0,0.0,23.0,,7.0,7.0,,,0.0,2.0,,0.0,2.0,0.0,0.0,0.0,0.0,45.0,,,,8.0,,7.5,18.0,671.0,21.9,37.0,7.0,22.9,33.0,44.0,63.0,140.0,32.0,22.0,249.0,80.6,309.0,0.0,2.0,0.0,1.0,10.0,0.0,13.0,1.74,2019,113.0,99.0,87.6,Atlanta,16.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.4,2.0,66.7,0.27,3.0,76.0,7.0,13.0,11.0,11.0,3.0,5.0,2.0,10.0,8.0,0.53,14.9,8.7,6.2,0.83,7.0,0.94,0.64,1.67,19.0,12.0,12.0,258.0,200.0,77.5,687.0,3429.0,179.0,31.0,56.0,6.0,328.0,129.0,337.0,12.0,9.0,3.0,25.0,,,,Dion Pereira,MF (AM),,1.1,0.5844504021447721,0.0,0.15853658536585366,1.0666666666666667,0.5297113752122241,0.7921739130434783,1.0666666666666667,0.5355191256830601,0.3529929577464789,1.4666666666666666,0.5721561969439728,0.35328836424957843,0.0,0.22874149659863946,0.9333333333333333,0.4557823129251701,3.066666666666667,0.9,0.51985559566787,1.6,0.6943972835314092,0.4689075630252101,0.1495798319327731,0.7254374158815612,0.2479892761394102
