1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA,MP_Pct,Performance_CrdY90,CrdY_Pct,Aerial Duels_Won90,Aerial Duels_Won_Pct,Aerial Duels_Won%_Pct,Tackles_TklW90,TklW90_Pct,Dribbles_Tkl%_Pct,Blocks_Blocks90,Blocks90_Pct,Passing%_Pct,Pass Types_TB90,TB90_Pct,Pass Types_Sw90,Sw90_Pct,Pass Types_Crs90,Crs90_Pct,Dribbles_Succ%_Pct,Dispos90,Dispos90_Pct,SCA90_Pct,GCA90_Pct,Ast90_Pct,Gls90_Pct
36.0,22.1,-1.8,25.0,11.0,30.6,25,1.0,678.0,13.0,13.0,0.0,0.0,27.0,75.0,12.0,545.0,14.0,796.0,3704.0,6201.0,11.0,1. MLS,11.0,3.0,0.0,us USA,9.0,64.0,53.0,87.0,3.0,49.0,56.3,0.0,2.4,3.1,3.9,0.07,2.8,4.6,0.0,1.0,1.0,0.0,1.0,2.0,1.0,6.0,0.27,444.0,124.0,110.0,2019_Yordy Reyna_Vancouver,11.0,26.0,23rd,104.0,67.0,64.4,Matches,230.0,192.0,83.5,62.0,25.0,533.0,16.0,3.0,16.0,25.0,18.0,36.0,68.0,18.0,610.0,123.0,36.0,3.0,,,,,0.05,0.36,0.36,0.32,0.32,0.18,0.3,0.13,0.21,0.34,0.0,1.0,,,0.0,5.0,36.0,,54.0,34.0,,,7.0,11.0,,0.0,9.0,0.0,1.0,0.0,1.0,132.0,,,,13.0,,22.1,25.0,1988.0,65.0,80.0,22.0,23.2,163.0,90.0,196.0,449.0,104.0,62.0,723.0,68.9,1050.0,2.0,10.0,8.0,8.0,48.0,3.0,79.0,3.58,2019,320.0,267.0,83.4,Vancouver,21.4,7.0,0.13,0.26,7.0,0.0,1.0,56.0,2.54,27.0,48.2,1.22,17.0,87.0,22.0,27.0,3.0,1.0,3.0,8.0,8.0,19.0,13.0,-0.51,20.7,41.5,-20.8,-0.94,-21.0,-0.95,-0.87,0.64,22.0,43.0,30.0,678.0,533.0,78.6,2650.0,9394.0,488.0,81.0,119.0,13.0,922.0,490.0,989.0,26.0,22.0,4.0,15.4,27.0,1993-09-17 00:00:00,169cm,Yordy Reyna,FW-MF,68kg,2.8,0.7459785522788204,0.2262443438914027,0.7066395663956639,0.4977375565610859,0.267402376910017,0.2669565217391304,0.588235294117647,0.2336065573770492,0.17517605633802816,0.588235294117647,0.12563667232597622,0.40640809443507586,0.13574660633484162,0.7278911564625851,1.6289592760180995,0.7363945578231292,1.6289592760180995,0.6821917808219178,0.33935018050541516,2.8959276018099547,0.9202037351443124,0.8722689075630252,0.6403361344537815,0.5477792732166891,0.8512064343163539
271.0,34.0,-1.7,9.0,16.0,64.0,33,4.0,2698.0,36.0,33.0,3.0,0.0,54.0,2343.0,6.0,266.0,15.0,2074.0,5386.0,9937.0,30.0,1. MLS,42.0,32.0,10.0,us USA,6.0,17.0,39.0,44.0,0.0,37.0,84.1,0.0,-0.2,-0.2,1.2,0.03,5.7,1.2,0.0,0.0,0.0,0.0,2.0,12.0,0.0,14.0,0.41,1876.0,551.0,271.0,2019_Haris Medunjanin_Philadelphia,38.0,64.0,5th,615.0,355.0,57.7,Matches,1199.0,1090.0,90.9,18.0,43.0,2228.0,41.0,16.0,41.0,69.0,92.0,46.0,301.0,194.0,2397.0,363.0,118.0,8.0,,,,,0.12,0.15,0.15,0.03,0.03,0.03,0.2,0.17,0.03,0.2,0.0,4.0,,,0.0,6.0,46.0,,14.0,31.0,,,1.0,38.0,,0.0,0.0,0.0,0.0,0.0,0.0,408.0,,,,35.0,,34.0,34.0,3060.0,100.0,90.0,34.0,28.0,71.0,163.0,274.0,508.0,142.0,296.0,2021.0,96.5,2095.0,1.0,3.0,1.0,33.0,76.0,1.0,115.0,3.38,2019,852.0,775.0,91.0,Philadelphia,25.7,6.0,0.03,0.17,1.0,0.0,0.0,34.0,1.0,6.0,17.6,0.18,34.0,90.0,34.0,,0.0,0.0,5.0,12.0,29.0,46.0,35.0,,54.9,41.8,13.1,0.39,8.0,0.24,,1.61,58.0,50.0,84.0,2698.0,2228.0,82.6,17430.0,45998.0,735.0,18.0,634.0,42.0,2611.0,1764.0,2911.0,94.0,74.0,20.0,21.3,35.0,1985-03-08 00:00:00,188cm,Haris Medunjanin,MF (AM-CM-DM),83kg,5.7,0.9912868632707775,0.17647058823529413,0.592140921409214,0.47058823529411764,0.24448217317487267,0.8165217391304348,1.0294117647058822,0.5109289617486339,0.2605633802816901,1.0588235294117647,0.33446519524617996,0.6180438448566611,0.23529411764705882,0.8435374149659864,3.4705882352941178,0.9574829931972789,1.3529411764705883,0.6164383561643836,0.8592057761732852,0.5,0.26825127334465193,0.8554621848739495,0.7974789915966387,0.7052489905787349,0.5033512064343163
50.0,15.4,-0.5,26.0,26.0,50.0,28,0.0,839.0,24.0,19.0,5.0,0.0,31.0,564.0,1.0,69.0,159.0,556.0,1123.0,2210.0,56.0,1. MLS,0.0,0.0,0.0,us USA,6.0,7.0,6.0,8.0,0.0,5.0,62.5,0.0,-0.1,-0.1,0.1,0.02,0.5,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.13,456.0,231.0,152.0,2019_Waylon Francis_Columbus,12.0,4.0,20th,132.0,73.0,55.3,Matches,390.0,322.0,82.6,8.0,17.0,667.0,10.0,4.0,4.0,13.0,0.0,34.0,167.0,8.0,672.0,100.0,8.0,1.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.04,0.0,0.0,,,0.0,3.0,34.0,,12.0,25.0,,,0.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,142.0,,,,25.0,,15.4,17.0,1382.0,45.2,81.0,16.0,30.5,24.0,97.0,56.0,177.0,54.0,58.0,534.0,91.9,581.0,0.0,0.0,1.0,1.0,9.0,1.0,12.0,0.78,2019,303.0,269.0,88.8,Columbus,24.9,0.0,0.0,,0.0,0.0,0.0,3.0,0.2,0.0,0.0,0.0,14.0,85.0,16.0,17.0,1.0,1.0,8.0,24.0,12.0,44.0,25.0,0.14,15.8,16.6,-0.8,-0.06,-4.0,-0.26,-0.05,1.12,14.0,18.0,56.0,839.0,667.0,79.5,5377.0,12405.0,272.0,5.0,315.0,44.0,822.0,450.0,989.0,39.0,21.0,18.0,46.2,30.0,1990-09-20 00:00:00,177cm,Waylon Francis,"DF (FB, left)",,0.5,0.5509383378016086,0.19480519480519481,0.6402439024390244,1.6883116883116882,0.7198641765704584,0.5547826086956522,1.6233766233766234,0.8060109289617486,0.7816901408450704,1.5584415584415585,0.6281833616298812,0.463743676222597,0.06493506493506493,0.5425170068027211,0.5194805194805194,0.25170068027210885,2.207792207792208,0.7986301369863014,0.4891696750902527,0.45454545454545453,0.2495755517826825,0.22773109243697479,0.43529411764705883,0.24629878869448182,0.2479892761394102
37.0,9.7,-0.2,8.0,10.0,55.6,25,0.0,514.0,13.0,11.0,2.0,0.0,11.0,424.0,1.0,59.0,13.0,406.0,720.0,1477.0,25.0,1. MLS,0.0,0.0,0.0,us USA,2.0,10.0,3.0,3.0,0.0,2.0,66.7,0.0,-0.1,-0.1,0.1,0.03,0.2,0.1,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.31,395.0,56.0,63.0,2019_Tony Rocha_NYCFC,15.0,4.0,2nd,58.0,43.0,74.1,Matches,211.0,191.0,90.5,7.0,15.0,453.0,7.0,1.0,6.0,4.0,0.0,7.0,21.0,8.0,493.0,72.0,10.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.01,0.03,0.0,0.0,,,0.0,1.0,7.0,,13.0,15.0,,,0.0,15.0,,0.0,1.0,0.0,0.0,0.0,0.0,92.0,,,,18.0,,9.7,17.0,876.0,28.6,52.0,9.0,29.8,21.0,69.0,98.0,188.0,56.0,25.0,416.0,92.2,451.0,1.0,0.0,0.0,0.0,11.0,0.0,12.0,1.23,2019,224.0,211.0,94.2,NYCFC,29.5,0.0,0.0,,0.0,0.0,0.0,2.0,0.21,0.0,0.0,0.0,6.0,82.0,9.0,18.0,8.0,12.0,3.0,11.0,9.0,23.0,18.0,0.03,15.3,13.0,2.3,0.24,8.0,0.82,0.29,2.12,20.0,12.0,38.0,514.0,453.0,88.1,1912.0,7916.0,98.0,9.0,186.0,20.0,596.0,360.0,617.0,16.0,8.0,8.0,50.0,27.0,1993-08-21 00:00:00,,Tony Rocha,MF,,0.2,0.5509383378016086,0.10309278350515465,0.43902439024390244,1.0309278350515465,0.5178268251273345,0.6608695652173913,1.8556701030927836,0.8715846994535519,0.8547535211267606,1.3402061855670104,0.4830220713073005,0.8844856661045531,0.0,0.22874149659863946,1.0309278350515465,0.5153061224489796,0.7216494845360826,0.45684931506849313,0.6191335740072202,1.0309278350515465,0.48217317487266553,0.33613445378151263,0.6932773109243697,0.24629878869448182,0.2479892761394102
11.0,4.9,1.4,7.0,1.0,12.5,26,2.0,169.0,2.0,2.0,0.0,0.0,4.0,15.0,1.0,149.0,0.0,193.0,656.0,1252.0,2.0,1. MLS,1.0,4.0,2.0,us USA,2.0,19.0,14.0,20.0,1.0,14.0,70.0,0.0,0.6,0.6,0.4,0.04,0.6,0.4,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.41,110.0,39.0,20.0,2019_Harry Novillo_Montreal,2.0,10.0,18th,40.0,18.0,45.0,Matches,60.0,52.0,86.7,17.0,6.0,124.0,4.0,0.0,6.0,4.0,10.0,9.0,23.0,11.0,146.0,21.0,11.0,0.0,,,,,0.41,0.61,0.61,0.2,0.2,0.09,0.2,0.12,0.09,0.2,0.0,2.0,,,0.0,1.0,9.0,,8.0,6.0,,,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,,,2.0,,4.9,11.0,441.0,14.4,40.0,5.0,18.6,11.0,17.0,31.0,59.0,11.0,10.0,173.0,75.5,229.0,0.0,4.0,0.0,4.0,11.0,1.0,20.0,4.08,2019,65.0,54.0,83.1,Montreal,22.5,0.0,0.09,0.25,1.0,0.0,0.0,11.0,2.24,4.0,36.4,0.82,0.0,68.0,5.0,17.0,6.0,2.0,1.0,0.0,2.0,3.0,2.0,0.12,5.0,6.2,-1.2,-0.24,0.0,0.0,0.45,1.55,6.0,6.0,5.0,169.0,124.0,73.4,603.0,2481.0,128.0,14.0,24.0,2.0,212.0,107.0,235.0,10.0,10.0,0.0,0.0,,,182cm,Harry Novillo,FW-MF (WM),80kg,0.6,0.4014745308310992,0.2040816326530612,0.6653116531165312,0.2040816326530612,0.11799660441426146,0.08434782608695653,0.4081632653061224,0.1448087431693989,0.056338028169014086,0.4081632653061224,0.07809847198641766,0.2057335581787521,0.0,0.22874149659863946,2.2448979591836733,0.8503401360544217,1.8367346938775508,0.7191780821917808,0.6904332129963899,3.877551020408163,0.9728353140916808,0.9168067226890756,0.7974789915966387,0.9602960969044414,0.7426273458445041
53.0,31.0,-0.2,38.0,78.0,67.2,29,0.0,1576.0,47.0,28.0,19.0,0.0,107.0,91.0,8.0,1328.0,5.0,1162.0,2579.0,6263.0,236.0,1. MLS,0.0,0.0,0.0,us USA,0.0,6.0,12.0,13.0,2.0,12.0,92.3,2.0,-0.7,-0.7,0.7,0.05,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.03,1159.0,305.0,112.0,2019_Maxime Chanot_NYCFC,32.0,6.0,2nd,382.0,259.0,67.8,Matches,824.0,768.0,93.2,5.0,5.0,1369.0,10.0,3.0,32.0,4.0,0.0,4.0,62.0,57.0,1514.0,155.0,54.0,2.0,,,,,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.01,0.02,0.03,0.0,0.0,,,0.0,11.0,4.0,,21.0,32.0,,,0.0,32.0,,0.0,2.0,0.0,0.0,2.0,0.0,312.0,,,,37.0,,31.0,31.0,2790.0,91.2,90.0,31.0,34.1,8.0,188.0,65.0,261.0,89.0,66.0,1205.0,97.6,1234.0,0.0,0.0,0.0,1.0,6.0,1.0,8.0,0.27,2019,358.0,336.0,93.9,NYCFC,14.1,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.42,1.0,7.7,0.03,31.0,90.0,31.0,,0.0,0.0,4.0,42.0,19.0,65.0,37.0,0.39,47.6,40.0,7.5,0.25,22.0,0.71,1.04,1.88,60.0,38.0,97.0,1576.0,1369.0,86.9,10500.0,30633.0,42.0,16.0,1340.0,282.0,1910.0,690.0,1968.0,54.0,21.0,33.0,61.1,30.0,1989-11-21 00:00:00,186cm,Maxime Chanot,"DF (CB-FB, right)",,0.2,0.925603217158177,0.3548387096774194,0.8644986449864499,2.5161290322580645,0.8862478777589134,0.871304347826087,1.1935483870967742,0.6120218579234973,0.948943661971831,1.5161290322580645,0.6027164685908319,0.8305227655986509,0.06451612903225806,0.5391156462585034,1.7419354838709677,0.7568027210884354,0.12903225806451613,0.21643835616438356,0.8953068592057761,0.1935483870967742,0.13412563667232597,0.09159663865546218,0.30084033613445377,0.24629878869448182,0.2479892761394102
207.0,27.9,0.4,15.0,12.0,44.4,30,10.0,1658.0,21.0,20.0,1.0,0.0,44.0,518.0,8.0,1066.0,19.0,1698.0,7986.0,12295.0,14.0,1. MLS,10.0,6.0,3.0,us USA,27.0,47.0,73.0,108.0,2.0,69.0,63.9,0.0,-0.6,-0.6,6.6,0.06,9.6,6.6,0.0,0.0,1.0,0.0,0.0,14.0,2.0,17.0,0.61,1010.0,371.0,277.0,2019_Sebastián Blanco_Portland,20.0,79.0,11th,425.0,244.0,57.4,Matches,693.0,524.0,75.6,66.0,65.0,1169.0,56.0,1.0,35.0,98.0,21.0,152.0,69.0,23.0,1589.0,218.0,101.0,11.0,,,,,0.36,0.57,0.57,0.22,0.22,0.24,0.58,0.34,0.24,0.58,0.0,10.0,,,0.0,8.0,152.0,,26.0,38.0,,,6.0,20.0,,0.0,3.0,0.0,0.0,0.0,0.0,195.0,,,,21.0,,27.9,30.0,2507.0,81.9,84.0,28.0,20.6,126.0,64.0,145.0,335.0,69.0,285.0,1651.0,88.4,1867.0,3.0,14.0,5.0,5.0,121.0,17.0,165.0,5.92,2019,499.0,395.0,79.2,Portland,19.5,2.0,0.06,0.19,6.0,0.0,0.0,106.0,3.81,31.0,29.2,1.11,20.0,88.0,28.0,24.0,2.0,0.0,10.0,12.0,10.0,32.0,21.0,-0.92,41.0,48.4,-7.4,-0.27,2.0,0.07,-0.09,1.39,41.0,39.0,52.0,1658.0,1169.0,70.5,10159.0,26018.0,1041.0,174.0,194.0,10.0,1960.0,964.0,2024.0,41.0,32.0,9.0,22.0,32.0,1988-03-15 00:00:00,168cm,Sebastián Blanco,"FW-MF (AM, left)",66kg,9.6,0.8954423592493298,0.28673835125448033,0.8075880758807588,0.43010752688172044,0.22241086587436332,0.47739130434782606,0.7526881720430108,0.3333333333333333,0.272887323943662,0.7526881720430108,0.1731748726655348,0.12984822934232715,0.3942652329749104,0.9285714285714286,3.620071684587814,0.9642857142857143,5.448028673835125,0.9863013698630136,0.5424187725631769,1.6845878136200718,0.7113752122241087,0.984873949579832,0.9260504201680673,0.946164199192463,0.7707774798927614
25.0,10.1,1.0,6.0,6.0,50.0,28,4.0,443.0,4.0,4.0,0.0,0.0,7.0,96.0,3.0,319.0,14.0,476.0,1814.0,3031.0,1.0,1. MLS,1.0,0.0,0.0,us USA,5.0,26.0,26.0,41.0,2.0,26.0,63.4,0.0,-1.0,-1.0,4.0,0.14,3.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.4,306.0,76.0,61.0,2019_Kevin Molino_Minnesota,11.0,19.0,7th,60.0,32.0,53.3,Matches,184.0,131.0,71.2,17.0,14.0,323.0,11.0,4.0,9.0,15.0,1.0,17.0,20.0,4.0,423.0,78.0,11.0,4.0,,,,,0.4,0.69,0.69,0.3,0.3,0.4,0.7,0.3,0.4,0.7,0.0,4.0,,,0.0,1.0,17.0,,16.0,7.0,,,3.0,11.0,,0.0,0.0,0.0,0.0,0.0,0.0,78.0,,,,13.0,,10.1,17.0,907.0,29.6,53.0,11.0,23.9,52.0,72.0,77.0,201.0,48.0,43.0,434.0,86.3,503.0,0.0,2.0,4.0,1.0,29.0,1.0,37.0,3.67,2019,181.0,152.0,84.0,Minnesota,17.1,0.0,0.11,0.38,3.0,0.0,0.0,28.0,2.78,8.0,28.6,0.79,2.0,71.0,11.0,21.0,6.0,4.0,2.0,8.0,9.0,19.0,13.0,0.47,16.0,10.2,5.8,0.57,8.0,0.79,0.75,1.89,13.0,5.0,30.0,443.0,323.0,72.9,1885.0,5635.0,259.0,40.0,84.0,9.0,568.0,298.0,586.0,27.0,20.0,7.0,25.9,30.0,1990-06-17 00:00:00,176cm,Kevin Molino,MF (AM),75kg,3.0,0.5509383378016086,0.09900990099009901,0.4241192411924119,0.594059405940594,0.32767402376910015,0.5547826086956522,1.2871287128712872,0.6734972677595629,0.38380281690140844,0.39603960396039606,0.07470288624787776,0.18718381112984822,0.39603960396039606,0.9336734693877551,1.0891089108910892,0.5306122448979592,1.6831683168316833,0.7006849315068493,0.5243682310469314,2.5742574257425743,0.8777589134125636,0.8907563025210085,0.788235294117647,0.9576043068640646,0.8364611260053619
31.0,16.7,-1.4,21.0,9.0,30.0,28,1.0,602.0,23.0,20.0,3.0,0.0,25.0,136.0,3.0,397.0,35.0,529.0,1205.0,2783.0,27.0,1. MLS,1.0,0.0,0.0,us USA,8.0,15.0,5.0,9.0,1.0,5.0,55.6,0.0,-1.4,-1.4,2.4,0.1,2.4,2.4,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.3,390.0,95.0,117.0,2019_Miguel Ibarra_Minnesota,11.0,21.0,7th,76.0,49.0,64.5,Matches,225.0,181.0,80.4,30.0,19.0,480.0,10.0,5.0,9.0,17.0,1.0,26.0,37.0,1.0,565.0,98.0,14.0,0.0,,,,,0.06,0.12,0.12,0.06,0.06,0.14,0.28,0.14,0.14,0.28,0.0,1.0,,,0.0,4.0,26.0,,12.0,18.0,,,1.0,11.0,,0.0,4.0,0.0,0.0,0.0,0.0,104.0,,,,10.0,,16.7,22.0,1506.0,49.2,68.0,16.0,20.1,72.0,80.0,126.0,278.0,56.0,45.0,531.0,79.6,667.0,0.0,3.0,0.0,0.0,30.0,1.0,34.0,2.03,2019,279.0,243.0,87.1,Minnesota,14.8,0.0,0.04,0.25,1.0,0.0,0.0,24.0,1.43,4.0,16.7,0.24,11.0,85.0,16.0,26.0,6.0,8.0,1.0,8.0,8.0,17.0,10.0,0.09,24.5,19.7,4.8,0.29,4.0,0.24,-0.05,1.59,26.0,22.0,28.0,602.0,480.0,79.7,2059.0,8102.0,325.0,61.0,144.0,22.0,730.0,335.0,766.0,27.0,22.0,5.0,18.5,30.0,1990-03-15 00:00:00,170cm,Miguel Ibarra,FW-MF (AM-WM),66kg,2.4,0.6695710455764075,0.23952095808383234,0.7262872628726287,0.5389221556886228,0.2920203735144312,0.2573913043478261,0.5988023952095809,0.24316939890710382,0.21919014084507044,1.377245508982036,0.5127334465195246,0.47807757166947723,0.0,0.22874149659863946,0.8383233532934132,0.4064625850340136,1.5568862275449102,0.6691780821917809,0.3185920577617328,0.8982035928143713,0.4227504244482173,0.5554621848739496,0.6773109243697479,0.5672947510094213,0.5663538873994638
10.0,6.5,-0.3,6.0,3.0,33.3,24,0.0,304.0,13.0,11.0,2.0,0.0,9.0,226.0,0.0,30.0,38.0,240.0,863.0,1678.0,13.0,1. MLS,1.0,0.0,0.0,us USA,5.0,4.0,6.0,10.0,1.0,5.0,50.0,0.0,-0.5,-0.5,0.5,0.06,0.3,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.31,156.0,89.0,59.0,2019_Dillon Serna_Colorado,1.0,6.0,16th,68.0,34.0,50.0,Matches,118.0,88.0,74.6,9.0,11.0,223.0,4.0,1.0,5.0,8.0,1.0,27.0,49.0,10.0,255.0,52.0,8.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.05,0.07,0.12,0.0,0.0,,,0.0,0.0,27.0,,4.0,12.0,,,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,60.0,,,,8.0,,6.5,14.0,586.0,19.2,42.0,6.0,23.1,10.0,62.0,32.0,104.0,24.0,20.0,217.0,91.6,237.0,1.0,1.0,2.0,0.0,7.0,2.0,13.0,2.0,2019,114.0,101.0,88.6,Colorado,25.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,1.23,3.0,37.5,0.46,4.0,78.0,6.0,15.0,8.0,14.0,1.0,9.0,4.0,14.0,8.0,-0.28,8.7,11.3,-2.6,-0.4,-8.0,-1.23,-1.34,0.71,7.0,15.0,15.0,304.0,223.0,73.4,1854.0,4232.0,127.0,13.0,115.0,15.0,323.0,164.0,369.0,15.0,11.0,4.0,26.7,26.0,1994-03-25 00:00:00,170cm,Dillon Serna,DF-MF,64kg,0.3,0.4698391420911528,0.0,0.15853658536585366,0.46153846153846156,0.24023769100169778,0.3060869565217391,1.2307692307692308,0.6413934426229508,0.39524647887323944,2.0,0.8073005093378608,0.2057335581787521,0.0,0.22874149659863946,1.2307692307692308,0.5986394557823129,4.153846153846154,0.9616438356164384,0.20487364620938628,0.6153846153846154,0.30560271646859083,0.5445378151260504,0.6932773109243697,0.24629878869448182,0.2479892761394102
0.0,1.0,0.0,2.0,1.0,33.3,31,0.0,36.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,29.0,1.0,26.0,79.0,144.0,1.0,1. MLS,0.0,0.0,0.0,us USA,0.0,0.0,1.0,2.0,0.0,1.0,50.0,0.0,-0.1,-0.1,0.1,0.03,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5.0,9.0,2019_Johan Blomberg_Colorado,0.0,0.0,16th,3.0,1.0,33.3,Matches,14.0,11.0,78.6,3.0,3.0,26.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,35.0,3.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.06,1.0,0.0,,,1.0,2.0,3.0,,0.0,1.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,,2.0,,1.0,3.0,88.0,2.9,29.0,1.0,34.6,2.0,9.0,15.0,26.0,9.0,0.0,30.0,88.2,34.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.05,2019,16.0,14.0,87.5,Colorado,24.1,0.0,0.0,,0.0,0.0,0.0,2.0,2.05,0.0,0.0,0.0,0.0,64.0,1.0,12.0,2.0,8.0,0.0,1.0,3.0,4.0,2.0,-0.14,1.0,1.3,-0.3,-0.31,-1.0,-1.02,-0.9,1.67,0.0,1.0,4.0,36.0,26.0,72.2,140.0,389.0,23.0,2.0,15.0,2.0,49.0,15.0,50.0,4.0,2.0,2.0,50.0,33.0,1987-06-14 00:00:00,177cm,Johan Blomberg,MF,74kg,0.0,0.14075067024128687,2.0,0.9986449864498645,1.0,0.50169779286927,0.3060869565217391,2.0,0.9009562841530054,0.8547535211267606,1.0,0.28098471986417656,0.16779089376053963,0.0,0.22874149659863946,1.0,0.49404761904761907,3.0,0.8945205479452055,0.20487364620938628,0.0,0.03395585738539898,0.5672268907563025,0.1495798319327731,0.24629878869448182,0.2479892761394102
